,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,month
12899,e959f34a1c366dc21ba8bcb23f2e8a71,IN,Calculator View,{},2022-03-12 22:19:38,android,samsung,SM-S9,3
12900,e959f34a1c366dc21ba8bcb23f2e8a71,IN,Add Payment Method Failed,"{""Error Code"":""ERROR-16010"",""Error Message"":""Card is debit but credit is required."",""Payment Method"":""Credit Card"",""Tokenized Pay"":""""}",2022-03-12 22:20:48,android,samsung,SM-S9,3
12901,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-12 22:30:23,ios,Apple,iPhone12,3
12902,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-12 22:35:10,ios,Apple,iPhone12,3
12903,73e6e088d9488e7282bb8401c9e1dd8c,CA,Sign Up Success,"{""Method"":""Google""}",2022-03-12 22:38:12,android,HMD Global,HMD Global,3
12904,73e6e088d9488e7282bb8401c9e1dd8c,CA,Add Vehicle Success,"{""Make"":""Ford"",""Model"":""Taurus"",""Color"":""White"",""Year"":""1996"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental State"":""""}",2022-03-12 22:40:37,android,HMD Global,HMD Global,3
12905,73e6e088d9488e7282bb8401c9e1dd8c,CA,Add Payment Method Success,"{""Payment Method"":""Credit"",""Tokenized Pay"":""Google Pay"",""Promo code"":""""}",2022-03-12 22:41:19,android,HMD Global,HMD Global,3
12906,73e6e088d9488e7282bb8401c9e1dd8c,CA,Subscription Premium,"{""Start Date"":""2022-03-12"",""Renewal Date"":""2022-04-13"",""Membership Type"":""Monthly""}",2022-03-12 22:42:07,outofband,outofband,outofband,3
12907,73e6e088d9488e7282bb8401c9e1dd8c,CA,Account Setup Profile Skip,"{""Screen"":""Address""}",2022-03-12 22:42:12,android,HMD Global,HMD Global,3
12908,73e6e088d9488e7282bb8401c9e1dd8c,CA,Account Setup Profile Skip,"{""Screen"":""Phone Number""}",2022-03-12 22:42:18,android,HMD Global,HMD Global,3
12909,9dd6d8b895d248b6de20b4fcf9e55939,CA,Sign Up Success,"{""Method"":""Google""}",2022-03-12 22:47:07,ios,Apple,iPhone13,3
12910,b5bf2fa558a9fe723398e2c66af5e26d,VA,Sign Up Success,"{""Method"":""Facebook""}",2022-03-12 23:07:22,android,samsung,SM-N9,3
12911,95e7c959d7d39be0a965e9e315906fed,CA,Wallet Opened,{},2022-03-12 23:28:33,android,samsung,SM-A1,3
12912,a96dcbf08df75022bff465ab83606edf,TX,Sign Up Success,"{""Method"":""Facebook""}",2022-03-13 00:07:55,android,samsung,SM-G9,3
12913,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-13 00:22:31,ios,Apple,iPhone12,3
12914,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-13 00:27:35,ios,Apple,iPhone12,3
12915,6d5c4e82a8272c573b548833716c1d52,CA,Sign Up Success,"{""Method"":""Facebook""}",2022-03-13 00:28:51,ios,Apple,iPhone12,3
12916,047136447917f8b30537738e488e0461,CA,Account History Transaction Details,"{""Type"":""Auto Payment"",""Navigated From"":""account_history""}",2022-03-13 00:50:52,ios,Apple,iPhone13,3
12917,047136447917f8b30537738e488e0461,CA,Wallet Opened,{},2022-03-13 00:51:11,ios,Apple,iPhone13,3
12918,0d3e9f17767fc208f6b60b754fa89301,MO,Sign Up Success,"{""Method"":""Email""}",2022-03-13 01:01:51,ios,Apple,iPhone12,3
12919,57355471e5fc8052b717b33a9c15c8bb,CA,Subscription Premium Renew,"{""Start Date"":""2022-03-14"",""Renewal Date"":""2022-04-14"",""Membership Type"":""Monthly""}",2022-03-13 01:07:36,outofband,outofband,outofband,3
12920,bbd81df0ff701b061fabe28619003465,CA,Subscription Premium Renew,"{""Start Date"":""2022-03-14"",""Renewal Date"":""2022-04-14"",""Membership Type"":""Monthly""}",2022-03-13 01:08:37,outofband,outofband,outofband,3
12921,2599c0f71a649b708caa405084253655,CA,Sign Up Success,"{""Method"":""Google""}",2022-03-13 01:28:53,ios,Apple,iPhone14,3
12922,2599c0f71a649b708caa405084253655,CA,Account Setup Skip,{},2022-03-13 01:29:14,ios,Apple,iPhone14,3
12923,0b55c6c8ce2743c5581ad07681cc812b,TX,Subscription Premium Renew,"{""Start Date"":""2022-03-14"",""Renewal Date"":""2023-03-14"",""Membership Type"":""Yearly""}",2022-03-13 01:51:17,outofband,outofband,outofband,3
12924,41f7789dea5f3312bdf57632460561c0,TX,Subscription Premium Renew,"{""Start Date"":""2022-03-14"",""Renewal Date"":""2023-03-14"",""Membership Type"":""Yearly""}",2022-03-13 01:53:26,outofband,outofband,outofband,3
12925,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-13 01:56:23,ios,Apple,iPhone12,3
12926,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-13 02:00:17,ios,Apple,iPhone12,3
12927,f510005f651751e9dd7fcf15fab240c3,CA,Sign Out,"{""Type"":""Auto""}",2022-03-13 02:05:24,ios,Apple,iPhone12,3
12928,cf1fcec8521e3bc997832896eb2f4378,CA,Sign Up Success,"{""Method"":""Facebook""}",2022-03-13 02:09:09,ios,Apple,iPhone14,3
12929,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Code"":""ERROR-NaN10"",""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)""}",2022-03-13 02:13:03,ios,Apple,iPhone14,3
12930,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)"",""Error Code"":""ERROR-NaN10""}",2022-03-13 02:13:56,ios,Apple,iPhone14,3
12931,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Code"":""ERROR-NaN10"",""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)""}",2022-03-13 02:14:23,ios,Apple,iPhone14,3
12932,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Code"":""ERROR-NaN10"",""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)""}",2022-03-13 02:14:27,ios,Apple,iPhone14,3
12933,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Code"":""ERROR-NaN10"",""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)""}",2022-03-13 02:14:51,ios,Apple,iPhone14,3
12934,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)"",""Error Code"":""ERROR-NaN10""}",2022-03-13 02:15:37,ios,Apple,iPhone14,3
12935,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Break,{},2022-03-13 02:19:24,ios,Apple,iPhone14,3
12936,cf1fcec8521e3bc997832896eb2f4378,CA,Add Vehicle Failed,"{""Error Message"":""The operation couldn’t be completed. (Company.ErrorResponse error 0.)"",""Error Code"":""ERROR-NaN10""}",2022-03-13 02:20:30,ios,Apple,iPhone14,3
12937,235abbbd2ea16af3e1e09c06928427d5,other,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Violation Transaction""}",2022-03-13 02:35:55,android,LGE,LGE,3
12938,681be137529c920b3fe7ca9b11001304,TX,Account History Transaction Details,"{""Type"":""Order"",""Status"":""Paid"",""Navigated From"":""account_history""}",2022-03-13 02:51:18,ios,Apple,iPhone13,3
12939,350697348622a1b427a3683d4a6e6b3f,VA,Sign Up Success,"{""Method"":""Email""}",2022-03-13 03:23:28,ios,Apple,iPhone14,3
12940,350697348622a1b427a3683d4a6e6b3f,VA,Email Confirmation Success,"{""Required"":""true""}",2022-03-13 03:23:53,ios,Apple,iPhone14,3
12941,8b7f957b357f6c59e584e99d65a62abf,AZ,Sign Up Success,"{""Method"":""Email""}",2022-03-13 03:39:53,ios,Apple,iPhone12,3
12942,8b7f957b357f6c59e584e99d65a62abf,AZ,Email Confirmation Success,"{""Required"":""true""}",2022-03-13 03:40:20,ios,Apple,iPhone12,3
12943,8b7f957b357f6c59e584e99d65a62abf,AZ,Add Vehicle Break,{},2022-03-13 03:41:17,ios,Apple,iPhone12,3
12944,25246e1da4f9d96cded88bde42511678,CA,Sign Up Success,"{""Method"":""Apple""}",2022-03-13 03:46:37,ios,Apple,iPhone12,3
12945,25246e1da4f9d96cded88bde42511678,CA,Add Vehicle Break,{},2022-03-13 03:51:43,ios,Apple,iPhone12,3
12946,8a54ae2d2fc297f61a63443d4f070869,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Violation Transaction""}",2022-03-13 03:58:55,android,samsung,samsung,3
12947,66f1abb9d387921bb510ee25978f59eb,CA,Sign Out,"{""Type"":""Manual""}",2022-03-13 04:19:52,android,Google,Pixel 4,3
12948,2c7248939908608275d22ab0a3f0a1bc,CA,Sign Out,"{""Type"":""Manual""}",2022-03-13 04:30:00,ios,Apple,iPhone12,3
12949,2806ac5e5ba63f9663eeac04c9233d58,CA,Sign Out,"{""Type"":""Manual""}",2022-03-13 05:58:16,android,samsung,SM-G9,3
12950,d237ae5d89292fa9aaf6c0ac59d4ec58,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 06:41:21,outofband,outofband,outofband,3
12951,d237ae5d89292fa9aaf6c0ac59d4ec58,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 06:42:24,outofband,outofband,outofband,3
12952,681be137529c920b3fe7ca9b11001304,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 06:50:08,outofband,outofband,outofband,3
12953,54ca6ba06580997b4600d4ec927d877e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 06:52:16,outofband,outofband,outofband,3
12954,54ca6ba06580997b4600d4ec927d877e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 06:52:23,outofband,outofband,outofband,3
12955,9c8ff5be1f338695ae9cfaf71825c1b7,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:01:57,outofband,outofband,outofband,3
12956,a174ee249a01bb89de303e1befe0f7c0,TX,Sign Up Success,"{""Method"":""Email""}",2022-03-16 19:26:33,ios,Apple,iPhone13,3
12957,a174ee249a01bb89de303e1befe0f7c0,TX,Email Confirmation Success,"{""Required"":""true""}",2022-03-16 19:26:50,ios,Apple,iPhone13,3
12958,a174ee249a01bb89de303e1befe0f7c0,TX,Account Setup Skip,{},2022-03-16 19:27:29,ios,Apple,iPhone13,3
12959,a174ee249a01bb89de303e1befe0f7c0,TX,Account Setup Profile Skip,"{""Screen"":""Address""}",2022-03-16 19:29:10,ios,Apple,iPhone13,3
12960,a174ee249a01bb89de303e1befe0f7c0,TX,Wallet Opened,{},2022-03-16 19:32:19,ios,Apple,iPhone13,3
12961,249b31ea3a85138346c2d3d33dfa8ca1,PA,Sign Up Success,"{""Method"":""Apple""}",2022-03-16 19:35:26,ios,Apple,iPhone13,3
12962,249b31ea3a85138346c2d3d33dfa8ca1,PA,Add Vehicle Success,"{""Make"":""Hyundai"",""Model"":""Elantra"",""Temporary"":""false"",""Color"":""Gray"",""Year"":""2019""}",2022-03-16 19:36:59,ios,Apple,iPhone13,3
12963,249b31ea3a85138346c2d3d33dfa8ca1,PA,Add Payment Method Success,"{""Tokenized Pay"":""Apple Pay"",""Payment Method"":""Debit"",""Promo code"":""""}",2022-03-16 19:37:41,ios,Apple,iPhone13,3
12964,5172f2538739cd7b096c2e039cca13bb,CA,Wallet Opened,{},2022-03-16 19:52:48,ios,Apple,iPhone13,3
12965,891f5d37673b8b91eaf4e3bb8d111f43,CA,Sign Out,"{""Type"":""Manual""}",2022-03-16 20:10:10,android,samsung,SM-G9,3
12966,f09a191538eceffbb6a1838b14022b63,CA,Wallet Opened,{},2022-03-16 21:02:26,android,samsung,SM-G9,3
12967,f09a191538eceffbb6a1838b14022b63,CA,Chat Conversation Started,{},2022-03-16 21:02:39,android,samsung,SM-G9,3
12968,5172f2538739cd7b096c2e039cca13bb,CA,Calculator View,{},2022-03-16 21:08:14,ios,Apple,iPhone13,3
12969,d6459c50f4a21724677a7904dc87ced0,TX,Sign Out,"{""Type"":""Auto""}",2022-03-16 21:14:56,ios,Apple,iPhone13,3
12970,627f50253b42607513a1c93bb68201ad,NJ,Wallet Opened,{},2022-03-16 22:15:19,android,Google,Pixel 5,3
12971,37cff7850dce57b850c727da0a30e569,TX,Calculator View,{},2022-03-16 22:43:35,ios,Apple,iPhone14,3
12972,07ab5291112ed04c58bfce111c053339,TX,Sign Up Success,"{""Method"":""Email""}",2022-03-16 23:17:19,android,samsung,SM-G9,3
12973,aabfc194d13a045e54743cff0bce595b,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Paid"",""Type"":""Order""}",2022-03-16 23:37:29,android,samsung,SM-G9,3
12974,19dcc79112adff39456286b3d7eeaebc,TX,Sign Up Success,"{""Method"":""Google""}",2022-03-16 23:44:31,android,samsung,SM-A3,3
12975,19dcc79112adff39456286b3d7eeaebc,TX,Add Vehicle Success,"{""Make"":""Toyota"",""Model"":""Sequoia"",""Color"":""Black"",""Year"":""2007"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental State"":""""}",2022-03-16 23:49:27,android,samsung,SM-A3,3
12976,af20db7a266b911feb40109720378a8d,TX,Sign Up Success,"{""Method"":""Apple""}",2022-03-16 23:57:54,ios,Apple,iPhone13,3
12977,af20db7a266b911feb40109720378a8d,TX,Add Vehicle Success,"{""Make"":""Mercedes-Benz"",""Model"":""C"",""Temporary"":""false"",""Color"":""Gray"",""Year"":""2017""}",2022-03-16 23:59:30,ios,Apple,iPhone13,3
12978,634e69cfa62279449e8765e7c4fbd768,AZ,Add Payment Method Success,"{""Payment Method"":""Debit"",""Tokenized Pay"":""Google Pay"",""Promo code"":""""}",2022-03-17 00:37:32,android,samsung,SM-A3,3
12979,634e69cfa62279449e8765e7c4fbd768,AZ,Subscription Premium,"{""Start Date"":""2022-03-16"",""Renewal Date"":""2022-04-17"",""Membership Type"":""Monthly""}",2022-03-17 00:38:01,outofband,outofband,outofband,3
12980,634e69cfa62279449e8765e7c4fbd768,AZ,Add Vehicle Success,"{""Make"":""Toyota"",""Model"":""Corolla"",""Color"":""Red"",""Year"":""2021"",""Temporary"":""true"",""Start Date"":""Mar 16, 2022"",""End Date"":""Apr 10, 2022"",""Rental State"":""CA""}",2022-03-17 00:41:32,android,samsung,SM-A3,3
12981,a4aeebed617fed3dcffeb9111671caef,MO,Sign Up Success,"{""Method"":""Email""}",2022-03-17 01:00:28,ios,Apple,iPhone12,3
12982,84a25a4fac11142ea7658ff907211cdc,MO,Sign Up Success,"{""Method"":""Email""}",2022-03-17 01:06:21,ios,Apple,iPhone11,3
12983,1a2aff341204da8904fd42b6992b51a1,CA,Subscription Premium Renew,"{""Start Date"":""2022-03-18"",""Renewal Date"":""2022-04-18"",""Membership Type"":""Monthly""}",2022-03-17 01:12:58,outofband,outofband,outofband,3
12984,07190db22b495bb1e4d4eaae2ec7abb8,CA,Calculator View,{},2022-03-17 01:15:35,ios,Apple,iPhone13,3
12985,07190db22b495bb1e4d4eaae2ec7abb8,CA,Calculator Used,{},2022-03-17 01:17:08,ios,Apple,iPhone13,3
12986,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:17:40,ios,Apple,iPhone13,3
12987,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:17:43,ios,Apple,iPhone13,3
12988,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Started,{},2022-03-17 01:18:02,ios,Apple,iPhone13,3
12989,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:18:54,ios,Apple,iPhone13,3
12990,d237ae5d89292fa9aaf6c0ac59d4ec58,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:02:01,outofband,outofband,outofband,3
12991,9c8ff5be1f338695ae9cfaf71825c1b7,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:03:07,outofband,outofband,outofband,3
12992,07a0d0ab07446da83579be3462bf081e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:06:17,outofband,outofband,outofband,3
12993,d237ae5d89292fa9aaf6c0ac59d4ec58,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:06:17,outofband,outofband,outofband,3
12994,b58466f0302ba0e51063a9711f153e51,MI,Order,"{""Premium Membership"":""True""}",2022-03-13 07:07:18,outofband,outofband,outofband,3
12995,54ca6ba06580997b4600d4ec927d877e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:07:25,outofband,outofband,outofband,3
12996,54ca6ba06580997b4600d4ec927d877e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:09:48,outofband,outofband,outofband,3
12997,d237ae5d89292fa9aaf6c0ac59d4ec58,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:09:49,outofband,outofband,outofband,3
12998,668f7ab9e3245b7aafd3b6b608770fb1,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:11:04,outofband,outofband,outofband,3
13000,b3120c57d714e776f048836d64cfafcd,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:11:04,outofband,outofband,outofband,3
13001,668f7ab9e3245b7aafd3b6b608770fb1,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:11:13,outofband,outofband,outofband,3
13003,9c8ff5be1f338695ae9cfaf71825c1b7,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:12:28,outofband,outofband,outofband,3
13004,9b19c0cc4a33ffdfe693957c48656c66,FL,Order,"{""Premium Membership"":""True""}",2022-03-13 07:13:35,outofband,outofband,outofband,3
13005,668f7ab9e3245b7aafd3b6b608770fb1,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:13:38,outofband,outofband,outofband,3
13006,07a0d0ab07446da83579be3462bf081e,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:13:41,outofband,outofband,outofband,3
13007,b58466f0302ba0e51063a9711f153e51,MI,Order,"{""Premium Membership"":""True""}",2022-03-13 07:15:16,outofband,outofband,outofband,3
13008,9b19c0cc4a33ffdfe693957c48656c66,FL,Order,"{""Premium Membership"":""True""}",2022-03-13 07:15:23,outofband,outofband,outofband,3
13009,9b19c0cc4a33ffdfe693957c48656c66,FL,Order,"{""Premium Membership"":""True""}",2022-03-13 07:15:35,outofband,outofband,outofband,3
13010,668f7ab9e3245b7aafd3b6b608770fb1,TX,Order,"{""Premium Membership"":""True""}",2022-03-13 07:16:44,outofband,outofband,outofband,3
13011,eba4e8c1c66ee2e1b54ae61f0ae16190,other,Order,"{""Premium Membership"":""True""}",2022-03-13 08:23:07,outofband,outofband,outofband,3
13014,44cd60c0ddb41223eb13c1a224b5e3d6,MD,Order,"{""Premium Membership"":""True""}",2022-03-13 08:23:07,outofband,outofband,outofband,3
13015,eba4e8c1c66ee2e1b54ae61f0ae16190,other,Order,"{""Premium Membership"":""True""}",2022-03-13 08:23:08,outofband,outofband,outofband,3
13017,c1124288d115756e5e0215f7e5c9224c,MA,Order,"{""Premium Membership"":""True""}",2022-03-13 08:23:09,outofband,outofband,outofband,3
13018,10cbe7e14793a3aec1c050db6aa492aa,FL,Order,"{""Premium Membership"":""True""}",2022-03-13 08:24:10,outofband,outofband,outofband,3
13019,26f6999627188ee4244bd5b4e66be452,FL,Order,"{""Premium Membership"":""True""}",2022-03-13 08:25:16,outofband,outofband,outofband,3
13021,d22850b943dc9ef5333d0b6d6f1d8620,TX,Sign Up Success,"{""Method"":""Apple""}",2022-03-13 08:26:34,ios,Apple,iPhone13,3
13022,d22850b943dc9ef5333d0b6d6f1d8620,TX,Account Setup Skip,{},2022-03-13 08:27:35,ios,Apple,iPhone13,3
13023,d22850b943dc9ef5333d0b6d6f1d8620,TX,Account Setup Profile Skip,"{""Screen"":""Address""}",2022-03-13 08:28:19,ios,Apple,iPhone13,3
13024,d22850b943dc9ef5333d0b6d6f1d8620,TX,Account Setup Profile Skip,"{""Screen"":""Phone number""}",2022-03-13 08:28:21,ios,Apple,iPhone13,3
13025,d22850b943dc9ef5333d0b6d6f1d8620,TX,Calculator View,{},2022-03-13 08:28:28,ios,Apple,iPhone13,3
13026,51d15c7f78bfff49bdd2a9e43c686c57,TX,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-13 09:31:22,ios,Apple,iPhone8,3
13027,51d15c7f78bfff49bdd2a9e43c686c57,TX,Chat Conversation Started,{},2022-03-13 09:31:38,ios,Apple,iPhone8,3
13028,51d15c7f78bfff49bdd2a9e43c686c57,TX,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-13 09:34:27,ios,Apple,iPhone8,3
13029,51d15c7f78bfff49bdd2a9e43c686c57,TX,Sign Out,"{""Type"":""Manual""}",2022-03-13 09:34:45,ios,Apple,iPhone8,3
13030,92fa9500bb725a32345cd4dfaa6d236e,TX,Sign Up Success,"{""Method"":""Email""}",2022-03-13 10:15:51,ios,Apple,iPhone13,3
13031,92fa9500bb725a32345cd4dfaa6d236e,TX,Email Confirmation Success,"{""Required"":""true""}",2022-03-13 10:16:12,ios,Apple,iPhone13,3
13032,92fa9500bb725a32345cd4dfaa6d236e,TX,Add Vehicle Success,"{""Year"":""2018"",""Model"":""MDX"",""Temporary"":""false"",""Color"":""White"",""Make"":""Acura""}",2022-03-13 10:19:52,ios,Apple,iPhone13,3
13033,10728ca2ec3dde0f3bac7e67c02b88e0,CA,Order,"{""Premium Membership"":""False""}",2022-03-13 10:21:02,outofband,outofband,outofband,3
13034,241b4264a35b5ed3f36fc5bcc5628d39,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 10:21:05,outofband,outofband,outofband,3
13035,241b4264a35b5ed3f36fc5bcc5628d39,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 10:22:05,outofband,outofband,outofband,3
13036,95e7c959d7d39be0a965e9e315906fed,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 10:24:12,outofband,outofband,outofband,3
13037,ea75a6e2e19182f111a89f0e1568fe27,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 10:26:30,outofband,outofband,outofband,3
13038,51d15c7f78bfff49bdd2a9e43c686c57,TX,Subscription Premium Cancel,{},2022-03-13 11:10:03,outofband,outofband,outofband,3
13039,466f747de57099409c4d851f2775613f,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 11:19:33,outofband,outofband,outofband,3
13041,953b6b4027970736b3fbb1cb4829ea9e,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 11:19:37,outofband,outofband,outofband,3
13042,466f747de57099409c4d851f2775613f,CA,Order,"{""Premium Membership"":""True""}",2022-03-13 11:19:38,outofband,outofband,outofband,3
13043,b28cc231d9fd8bb6f4ab272c053c9943,IN,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:43:16,ios,Apple,iPhone13,3
13044,b28cc231d9fd8bb6f4ab272c053c9943,IN,Chat Conversation Started,{},2022-03-17 01:43:23,ios,Apple,iPhone13,3
13045,c0ce0b06f849d0a75dc3f2e69c87b0b6,IN,Wallet Opened,{},2022-03-17 01:47:42,ios,Apple,iPhone12,3
13046,b28cc231d9fd8bb6f4ab272c053c9943,IN,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:49:59,ios,Apple,iPhone13,3
13047,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:52:17,ios,Apple,iPhone13,3
13048,b28cc231d9fd8bb6f4ab272c053c9943,IN,Subscription Premium Cancel,{},2022-03-17 01:53:33,outofband,outofband,outofband,3
13049,07190db22b495bb1e4d4eaae2ec7abb8,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 01:54:02,ios,Apple,iPhone13,3
13050,07190db22b495bb1e4d4eaae2ec7abb8,CA,Sign Out,"{""Type"":""Manual""}",2022-03-17 02:09:44,ios,Apple,iPhone13,3
13051,07190db22b495bb1e4d4eaae2ec7abb8,CA,Sign Out,"{""Type"":""Auto""}",2022-03-17 02:18:11,ios,Apple,iPhone13,3
13052,28368284a145474b2cc4961349bffcf3,AZ,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Violation Transaction""}",2022-03-17 02:22:56,android,motorola,moto,3
13053,3d49da0965533c33153bb65eb1b6d11d,CA,Calculator View,{},2022-03-17 02:36:43,ios,Apple,iPhone13,3
13054,3d49da0965533c33153bb65eb1b6d11d,CA,Wallet Opened,{},2022-03-17 02:36:58,ios,Apple,iPhone13,3
13055,3d49da0965533c33153bb65eb1b6d11d,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 02:37:18,ios,Apple,iPhone13,3
13056,3d49da0965533c33153bb65eb1b6d11d,CA,Chat Conversation Started,{},2022-03-17 02:37:38,ios,Apple,iPhone13,3
13057,3d49da0965533c33153bb65eb1b6d11d,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-03-17 02:38:47,ios,Apple,iPhone13,3
13058,b3b25e224b961d410151a64011aff345,DE,Calculator View,{},2022-03-17 04:06:02,ios,Apple,iPhone13,3
13059,c44d707826ef36196040645ab21501a2,NY,Sign Up Success,"{""Method"":""Email""}",2022-03-17 04:25:28,ios,Apple,iPhone10,3
13060,c44d707826ef36196040645ab21501a2,NY,Email Confirmation Success,"{""Required"":""true""}",2022-03-17 04:25:53,ios,Apple,iPhone10,3
13061,c44d707826ef36196040645ab21501a2,NY,Add Vehicle Break,{},2022-03-17 04:26:20,ios,Apple,iPhone10,3
13062,c44d707826ef36196040645ab21501a2,NY,Add Vehicle Break,{},2022-03-17 04:26:33,ios,Apple,iPhone10,3
13063,fc817111904f14d8868601ac1e1fedeb,IL,Sign Up Success,"{""Method"":""Email""}",2022-03-17 04:35:24,android,samsung,SM-A3,3
13064,fc817111904f14d8868601ac1e1fedeb,IL,Add Payment Method Success,"{""Payment Method"":""Debit"",""Tokenized Pay"":"""",""Promo code"":""""}",2022-03-17 04:40:45,android,samsung,SM-A3,3
13065,fc817111904f14d8868601ac1e1fedeb,IL,Subscription Premium,"{""Start Date"":""2022-03-16"",""Renewal Date"":""2022-04-17"",""Membership Type"":""Monthly""}",2022-03-17 04:42:02,outofband,outofband,outofband,3
13066,fc817111904f14d8868601ac1e1fedeb,IL,Add Vehicle Success,"{""Make"":""Ford"",""Model"":""Focus"",""Color"":""Red"",""Year"":""2017"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental State"":""""}",2022-03-17 04:44:04,android,samsung,SM-A3,3
13067,fc817111904f14d8868601ac1e1fedeb,IL,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Auto Payment""}",2022-03-17 04:45:20,android,samsung,SM-A3,3
13068,1db181666b863be425838b33a244c614,TX,Wallet Opened,{},2022-03-17 04:46:52,android,samsung,SM-N9,3
13069,fc817111904f14d8868601ac1e1fedeb,IL,Calculator View,{},2022-03-17 04:55:27,android,samsung,SM-A3,3
13070,fc817111904f14d8868601ac1e1fedeb,IL,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Paid"",""Type"":""Pro Plan Subscription""}",2022-03-17 04:56:47,android,samsung,SM-A3,3
13071,fc817111904f14d8868601ac1e1fedeb,IL,Wallet Opened,{},2022-03-17 04:57:12,android,samsung,SM-A3,3
